Wavenumber,COMP1,COMP2,COMP3,COMP4
552.351563,20148.646588236614,3930057233.3396635,395583066486.08624,491.5214094121818
550.503906,19764.741034045433,3851538213.237953,388265703277.4153,485.7187438158338
548.654297,19545.040858195684,3718277756.7993274,382802661949.06274,470.4130132827032
546.804688,19366.334903674262,3555840153.4169846,377490256889.86816,450.7146147601165
544.955078,19163.494097600476,3389567261.6496925,371635610152.6697,430.7388008594763
543.103516,18785.224807976123,3227787004.6876683,362594606828.29895,414.2727965009863
541.251953,18030.633644908117,3087755534.8362665,347078725055.32306,406.94917972701023
539.402344,17112.74886673403,2964605066.2056637,328793345350.95483,404.2012468572509
537.548828,16204.688993972608,2848326920.123959,310349467306.9713,402.1784679083362
535.697266,15450.06623374989,2748871455.4118166,295237304652.07513,398.01244988896536
533.845703,15069.138277167805,2673716926.102372,288253036355.27673,387.0390293773567
531.992188,14909.999094990388,2613199168.8141656,285465391370.02216,373.2487251778945
530.138672,14813.126836095777,2560406322.1200275,283621655169.0206,360.125891385731
528.285156,14757.086648635317,2507987139.0178356,280255073917.25793,349.8941873900269
526.431641,14661.479869393872,2445091905.993094,271386934966.92593,346.3255846154885
524.576172,14547.41323099762,2375831622.237926,260189897899.03934,346.1744585705611
522.720703,14459.681958799545,2306966643.9387183,249484591679.92505,346.2859453003319
520.865234,14355.97857972639,2232445479.1414623,240952303442.5349,345.4389733409062
519.009766,14202.226951019833,2147518017.5609426,237426488712.814,341.1827552972992
517.154297,14022.939573396916,2061346481.4495196,236601404588.27805,335.0385540657059
515.296875,13848.365901613119,1980889074.794394,236568033384.58826,328.94303645261533
513.439453,13654.354778335333,1912656104.4445655,235563679384.79617,322.5221690461251
511.582031,13428.335698053621,1866623870.6443534,230985893144.99203,315.98706736458274
509.724609,13216.798380040791,1838072325.2289195,225244766565.8333,309.7698712355794
507.867188,13022.344027256428,1817794379.0850964,219951624418.84885,303.86380842147935
506.007813,12962.135507991445,1815705248.7183459,217649766691.3082,299.20054713588905
504.148438,13169.834457319716,1839682186.4254725,221804914672.32623,296.83738948162414
502.289063,13493.854750135477,1874324066.665518,228762064758.69373,296.04018462904907
500.429688,13833.35362258432,1912826652.9225328,235861464642.16232,296.04112175600375
