Components1,Components2,Components3,Components4
1.2243080476672955e-06,1.9793774590869873e-11,1.1966410684954316e-12,0.0
0.0,0.0,1.468117744532587e-12,0.0
0.0,6.35285142660282e-11,8.470977411246795e-13,0.0
0.0,9.781797284830988e-12,1.3654896387199679e-12,0.0
0.0,0.0,1.4600807208319772e-12,0.0
0.0,9.549576547678029e-11,5.699491672088834e-13,0.0
0.0,9.95832540392869e-11,5.58866327958228e-13,0.0
0.0,1.63358752343048e-11,1.2786264922021639e-12,0.0
4.2782267899616475e-07,0.0,1.3708372314101023e-12,4.695303129179048e-05
0.0,3.213710348868199e-11,1.1494868648993729e-12,0.0
0.0,0.0,1.4709427163317552e-12,0.0
0.0,4.308411855810002e-11,1.0270512208876022e-12,0.0
0.0,1.0305737972112759e-11,1.3456541719607205e-12,0.0
0.0,0.0,1.4434480517481103e-12,0.0
0.0,1.0216743193849766e-10,4.303651445971015e-13,0.0
0.0,0.0,1.4225571129751293e-12,8.700834623253171e-06
0.0,1.9007681907493998e-11,1.2717381762036061e-12,0.0
0.0,5.572610076247364e-11,7.241603798224263e-13,0.00022162043906865715
0.0,0.0,1.4569294957199085e-12,0.0
0.0,7.858407462280245e-12,1.3661342687650534e-12,0.0
9.736208512709104e-07,0.0,1.4214070225234847e-12,0.0
2.0818358998382585e-06,9.741116164000265e-11,3.9566170439317544e-13,0.0
1.805898928417958e-06,6.04233029764009e-11,0.0,0.0008372852904678907
0.0,0.0,1.4674286946158402e-12,0.0
3.798807260640096e-07,0.0,1.44672012779507e-12,0.0
1.8281209128649902e-07,6.594704797292072e-11,8.266336043892143e-13,0.0
0.0,4.828263863810266e-14,5.522887018793087e-13,0.0008138439974071858
0.0,0.0,1.4521475976292223e-12,0.0
1.5289850531758728e-06,4.219235918106975e-11,9.963674430485485e-13,0.0
0.0,0.0,1.4706283379020247e-12,0.0
0.0,0.0,1.4504042605024152e-12,0.0
0.0,0.0,1.4567926120319317e-12,0.0
2.422293236115118e-07,3.4172870824988434e-11,1.1373030648054309e-12,0.0
0.0,4.4592494716189366e-11,1.0309495445799109e-12,0.0
1.0266140099505442e-05,2.079409973672277e-11,0.0,0.0
1.0207736711443756e-05,3.021260105901042e-11,0.0,0.0
1.0366171449372413e-05,1.6280431564187973e-11,0.0,0.0
8.48168727993294e-06,7.576805251574046e-11,0.0,0.0
0.0,7.943602683656978e-11,7.08204149625334e-13,0.0
3.607600201380411e-06,0.0,1.1868065650589183e-12,0.0
2.2447354959361823e-06,2.7044990190002533e-11,1.0598720609829511e-12,0.0
2.259899352119343e-06,0.0,1.3207811682427101e-12,0.0
1.6108681346473804e-06,3.834314582355468e-11,9.828024096627984e-13,0.0
1.2748686827953777e-06,1.1992197710146106e-11,1.2619478807219705e-12,0.0
4.2060799134865557e-07,2.270534002562689e-11,1.258936961313045e-12,0.0
8.760897638417888e-08,2.3738654866783243e-11,1.2111862099286166e-12,0.0
6.445643052942764e-06,1.6484687271829252e-11,9.198236899054252e-13,0.0
5.721021240471204e-06,0.0,1.1132484968967466e-12,0.0
1.3677075367800643e-06,7.658523621521025e-11,6.614730140289739e-13,0.0
2.889405711402195e-07,1.212319870606548e-11,1.3205724379281058e-12,0.0
2.5592693627064777e-07,8.542957540362919e-11,6.476288285614774e-13,0.0
0.0,1.1504734904394506e-11,1.3254102328637171e-12,1.8804942049750106e-05
0.0,0.0,1.4743795017401737e-12,0.0
0.0,0.0,1.4702518708817767e-12,0.0
0.0,0.0,1.4573090158338154e-12,0.0
0.0,3.07886499699041e-11,1.174239887928274e-12,0.0
0.0,0.0,1.4619818451564949e-12,0.0
0.0,2.7200322625934173e-11,1.149281001616886e-12,0.0
0.0,0.0,1.4648088552768208e-12,0.0
0.0,1.1880511859904864e-11,1.3412107811831144e-12,0.0
5.419442493069323e-06,6.892256399289372e-11,4.3754626588138066e-13,0.0
0.0,0.0,1.4764716131060659e-12,0.0
0.0,0.0,1.451409588723175e-12,0.0
0.0,0.0,1.4371256913276374e-12,0.0
0.0,0.0,1.4919499132526444e-12,0.0
1.7031952614138359e-06,2.866898027500115e-14,1.362735915832601e-12,0.0
4.076608109018962e-07,0.0,1.4429084524697091e-12,0.0
1.261362790864545e-06,2.171769344565146e-11,1.1836795885611278e-12,0.0
0.0,0.0,1.4710506790307696e-12,0.0
0.0,0.0,1.4283758122632699e-12,4.967509250295055e-06
0.0,0.0,1.448791355728002e-12,0.0
5.170267292000728e-07,3.046914728481456e-11,1.1279192092154464e-12,0.0
6.244079519423663e-07,1.0570408891696307e-10,5.221935210451242e-13,0.0
0.0,0.0,1.466263351304129e-12,0.0
3.131721621508266e-07,1.901797444887892e-11,1.25911463092386e-12,0.0
0.0,0.0,1.443420496686234e-12,0.0
0.0,4.174715831390476e-12,1.4195042911820643e-12,0.0
0.0,0.0,1.481346774451342e-12,0.0
0.0,0.0,1.4846821190119023e-12,0.0
0.0,0.0,1.4612370965600645e-12,0.0
0.0,0.0,1.419871209419155e-12,4.469090038088729e-05
0.0,0.0,1.5072854233974021e-12,0.0
1.3605303278336705e-06,6.739511070313113e-11,2.9932234612653026e-13,0.0005371431811939021
0.0,0.0,1.45178650842001e-12,0.0
0.0,0.0,1.4885494838615339e-12,0.0
0.0,0.0,1.4413303437111198e-12,0.0
0.0,0.0,1.455883830085614e-12,0.0
0.0,0.0,1.464913288971665e-12,0.0
0.0,1.9575530181577777e-11,1.2350152077067967e-12,1.4925784941336716e-06
0.0,0.0,1.4476112852403385e-12,0.0
0.0,0.0,1.444766915839956e-12,0.0
8.095816645886392e-07,0.0,1.4105516015449294e-12,0.0
0.0,0.0,1.4649593395997795e-12,0.0
0.0,0.0,1.4816996986626605e-12,0.0
0.0,4.084651886622454e-11,1.0813711269615818e-12,0.0
0.0,0.0,1.4366728556352669e-12,0.0
